ad_ref,assembly,body,ad_city,color,engine_cc,fuel_type,make,mileage,model,registered,transmission,year,price,make_reduced,model_reduced,log_price
7866941,Imported,Hatchback,Lahore,Silver,660.0,Petrol,Mitsubishi,125000,Ek,Punjab,Manual,1905.0,1475000.0,Mitsubishi,Other,14.204169225721929
7620326,Imported,Unknown,Karachi,Silver,1800.0,Hybrid,Toyota,150000,Prius,Sindh,Automatic,1905.0,3600000.0,Toyota,Prius,15.096444681204078
7866937,Unknown,Sedan,Peshawar,Green,1300.0,Petrol,Toyota,214500,Corolla,Sindh,Manual,1905.0,1500000.0,Toyota,Corolla,14.220976332738882
7866935,Unknown,Sedan,Lahore,Polar White,1999.0,Petrol,Hyundai,16000,Sonata,Islamabad,Automatic,1905.0,9590000.0,Hyundai,Other,16.076231551134903
7866942,Unknown,Compact SUV,Islamabad,Clear White,3479.0,Petrol,KIA,22000,Sorento,Islamabad,Automatic,1905.0,10500000.0,KIA,Other,16.166885910365842
7866943,Unknown,Sedan,Lahore,White,1800.0,Petrol,Honda,60000,Civic,Lahore,Automatic,1905.0,4800000.0,Honda,Civic,15.38412668421143
7675038,Unknown,Pick Up,Abbottabad,Solid White,800.0,Petrol,Suzuki,40000,Ravi,Islamabad,Manual,1905.0,1275000.0,Suzuki,Other,14.058457520888082
7866930,Unknown,Sedan,Lahore,Gold,1800.0,Petrol,Toyota,132000,Corolla,Lahore,Automatic,1905.0,1700000.0,Toyota,Corolla,14.346139397261565
7866969,Unknown,Sedan,Lahore,Silver,1600.0,Petrol,Toyota,250000,Corolla,Punjab,Manual,1905.0,1545000.0,Toyota,Corolla,14.250535115562965
7866964,Imported,Unknown,Sialkot,Black,660.0,Petrol,Suzuki,80000,Wagon,Sialkot,Automatic,1905.0,1750000.0,Suzuki,Wagon,14.375126917328105
7866965,Unknown,Hatchback,Lahore,Solid White,1000.0,Petrol,Suzuki,140000,Alto,Lahore,Manual,1905.0,990000.0,Suzuki,Alto,13.805461232211272
7781077,Imported,Crossover,Sargodha,Black,1800.0,Hybrid,Toyota,28000,C-HR,Islamabad,Automatic,1905.0,8250000.0,Toyota,Other,15.925723879522977
7365416,Imported,Sedan,Faisalabad,Yellow,1300.0,Petrol,Nissan,300000,Sunny,Sindh,Manual,1905.0,1600000.0,Nissan,Other,14.285514812209815
7866973,Imported,Hatchback,Hyderabad,Brown,660.0,Petrol,Nissan,88000,Dayz,Hyderabad,Automatic,1905.0,2500000.0,Nissan,Other,14.731801689838349
7866971,Unknown,Hatchback,Bahawalnagar,Solid White,1000.0,Petrol,Suzuki,60000,Cultus,Punjab,Manual,1905.0,1650000.0,Suzuki,Cultus,14.316286451937186
7857959,Imported,SUV,Lahore,Black,1600.0,Petrol,Nissan,145000,Juke,Islamabad,Automatic,1905.0,4200000.0,Nissan,Other,15.250595321348806
7866966,Unknown,Sedan,Dina,White,1300.0,Petrol,Toyota,400000,Corolla,Lahore,Manual,1905.0,1750000.0,Toyota,Corolla,14.375126917328105
7866933,Imported,Sedan,Lahore,Black,1500.0,Petrol,Toyota,167000,Allion,Sindh,Automatic,1905.0,2800000.0,Toyota,Other,14.845130332288226
6975777,Unknown,Unknown,Pindi,White,800.0,Petrol,Suzuki,56000,Bolan,Punjab,Manual,1905.0,770000.0,Suzuki,Bolan,13.554147092530322
7866867,Unknown,Hatchback,Lahore,White,1000.0,Petrol,Suzuki,30000,Cultus,Lahore,Manual,1905.0,795000.0,Suzuki,Cultus,13.586098651497313
7866858,Unknown,Sedan,Peshawar,Green,1600.0,Unknown,Toyota,98504,Corolla,Lahore,Manual,1905.0,1020000.0,Toyota,Corolla,13.83531416565213
7866875,Unknown,Sedan,Karachi,Unknown,1300.0,Petrol,Toyota,150000,Corolla,Karachi,Manual,1905.0,2150000.0,Toyota,Corolla,14.580978865220017
7866876,Unknown,Hatchback,Faisalabad,Solid White,796.0,Petrol,Suzuki,51000,Mehran,Lahore,Manual,1905.0,1060000.0,Suzuki,Mehran,13.87378040948403
7866879,Unknown,Unknown,Kharian,Beige,1300.0,Petrol,Suzuki,173000,Baleno,Lahore,Manual,1905.0,975000.0,Suzuki,Other,13.790193775620484
7866880,Unknown,Hatchback,Sambrial,Silky Silver,1000.0,Petrol,Suzuki,5000,Wagon,Punjab,Automatic,1905.0,3700000.0,Suzuki,Wagon,15.123843647884687
7866663,Imported,SUV,Lahore,White,1500.0,Petrol,Nissan,136000,Juke,Islamabad,Automatic,1905.0,3500000.0,Nissan,Other,15.068273812173887
7553081,Unknown,Hatchback,Islamabad,Grey,1000.0,Petrol,Suzuki,98000,Wagon,Islamabad,Manual,1905.0,2100000.0,Suzuki,Wagon,14.557448378884015
7866897,Imported,Hatchback,Hyderabad,White,996.0,Petrol,Toyota,76000,Vitz,Sindh,Automatic,1905.0,4350000.0,Toyota,Vitz,15.285686632949897
7866892,Unknown,Compact sedan,Wazirabad,Taffeta White,1200.0,Petrol,Honda,7860,City,Punjab,Automatic,1905.0,4786000.0,Honda,City,15.381205756393184
7866896,Unknown,Sedan,Faisalabad,White,1300.0,Petrol,Toyota,95022,Corolla,Islamabad,Manual,1905.0,4195000.0,Toyota,Corolla,15.249404136262438
7866901,Unknown,Sedan,Lahore,Black,1800.0,Petrol,Honda,151010,Civic,Lahore,Manual,1905.0,2550000.0,Honda,Civic,14.751604309291395
7866898,Imported,Hatchback,Chakwal,White,1000.0,Petrol,Suzuki,80000,Cultus,Islamabad,Manual,1905.0,3000000.0,Suzuki,Cultus,14.914123179965662
7866905,Imported,Hatchback,Rawalpindi,Unknown,660.0,Petrol,Suzuki,120000,Alto,Lahore,Automatic,1905.0,2160000.0,Suzuki,Alto,14.585619242623203
7866914,Unknown,Sedan,Gujranwala,Attitude Black,1300.0,Petrol,Toyota,115000,Corolla,Lahore,Manual,1905.0,3100000.0,Toyota,Corolla,14.946912992035967
7866918,Unknown,Sedan,Karachi,White,1600.0,Petrol,Honda,200000,Civic,Sindh,Automatic,1905.0,930000.0,Honda,Civic,13.742940940397677
7866907,Imported,Hatchback,Karachi,Unknown,660.0,Petrol,Honda,100000,N,Sindh,Automatic,1905.0,2340000.0,Honda,Other,14.66566191468422
7866915,Unknown,Sedan,Lahore,White,1600.0,Petrol,Honda,220000,Civic,Gujranwala,Manual,1905.0,1550000.0,Honda,Civic,14.253766134056512
7866906,Unknown,Hatchback,Lahore,White,1000.0,Petrol,Suzuki,1,Alto,Lahore,Manual,1905.0,890000.0,Suzuki,Alto,13.698977865303197
7866928,Imported,SUV,Rawalpindi,Red,4000.0,Diesel,Toyota,1000,Land,Islamabad,Manual,1905.0,3800000.0,Toyota,Land,15.150511887854474
7866919,Unknown,Sedan,Sargodha,Taffeta White,1300.0,Petrol,Honda,20000,City,Punjab,Manual,1905.0,3850000.0,Honda,City,15.163583966004193
7866929,Unknown,Sedan,Shorkot,Blue,1600.0,Petrol,Honda,254213,Civic,Punjab,Automatic,1905.0,1190000.0,Honda,Civic,13.989464705423494
7862445,Unknown,Double Cabin,Islamabad,Black,2500.0,Diesel,Toyota,82000,Hilux,Islamabad,Automatic,1905.0,6900000.0,Toyota,Hilux,15.747032114495013
7866866,Unknown,Sedan,Gujrat,White,1300.0,Petrol,Toyota,116000,Corolla,Lahore,Manual,1905.0,3650000.0,Toyota,Corolla,15.11023799953124
7866828,Unknown,Sedan,Kharian,White,1300.0,Petrol,Toyota,126000,Corolla,Lahore,Manual,1905.0,3150000.0,Toyota,Corolla,14.962913328262083
7866821,Unknown,Hatchback,Multan,Navy,1000.0,Petrol,Suzuki,90000,Khyber,Multan,Manual,1905.0,650000.0,Suzuki,Khyber,13.384729180332174
7866819,Unknown,Hatchback,Karachi,Silver,1000.0,Petrol,Suzuki,85000,Cultus,Karachi,Manual,1905.0,690000.0,Suzuki,Cultus,13.444448325847754
7866824,Unknown,Hatchback,Karachi,Graphite Grey,1000.0,Petrol,Suzuki,150000,Cultus,Sindh,Manual,1905.0,855000.0,Suzuki,Cultus,13.658857917508856
7866827,Unknown,Van,Islamabad,White,800.0,Petrol,Suzuki,6800,Bolan,Islamabad,Manual,1905.0,1870000.0,Suzuki,Bolan,14.441449523589984
7866818,Unknown,Sedan,Peshawar,Taffeta White,1800.0,Petrol,Honda,93000,Civic,Islamabad,Automatic,1905.0,5450000.0,Honda,Civic,15.511126350125648
7866829,Imported,SUV,Sialkot,White,2000.0,Petrol,BAIC,2500,BJ40,Islamabad,Automatic,1905.0,9900000.0,Other,Other,16.108045416114916
7866844,Imported,Crossover,Islamabad,Black,1500.0,Petrol,MG,34000,HS,Islamabad,Automatic,1905.0,7185000.0,MG,Other,15.787506216674098
7866837,Imported,Unknown,Peshawar,Beige,660.0,Petrol,Honda,25000,N,Un-Registered,Automatic,1905.0,3000000.0,Honda,Other,14.914123179965662
7866833,Unknown,Sedan,Lahore,Taffeta White,1800.0,Petrol,Honda,30000,Civic,Lahore,Automatic,1905.0,6570000.0,Honda,Civic,15.698024542667783
7850131,Imported,Sedan,Islamabad,Silver,1800.0,Petrol,Mercedes,190000,Benz,Sindh,Automatic,1905.0,3600000.0,Mercedes,Benz,15.096444681204078
7866846,Unknown,Hatchback,Islamabad,Silky Silver,796.0,Petrol,Suzuki,60000,Mehran,Islamabad,Manual,1905.0,1600000.0,Suzuki,Mehran,14.285514812209815
7866851,Imported,Hatchback,Karachi,Maroon,660.0,Petrol,Daihatsu,77300,Mira,Karachi,Automatic,1905.0,2650000.0,Daihatsu,Mira,14.790070575320824
7866862,Unknown,Sedan,Lahore,Attitude Black,1300.0,Petrol,Toyota,150000,Corolla,Lahore,Manual,1905.0,2075000.0,Toyota,Corolla,14.54547219357453
7866854,Unknown,Sedan,Islamabad,White,1600.0,Petrol,Toyota,12000,Corolla,Islamabad,Automatic,1905.0,6600000.0,Toyota,Corolla,15.702580358511794
7866856,Unknown,SUV,Karachi,Black,2800.0,Diesel,Toyota,15,Fortuner,Sindh,Automatic,1905.0,23500000.0,Toyota,Fortuner,16.97251102166758
7866855,Unknown,Sedan,Islamabad,Taffeta White,1800.0,Petrol,Honda,38000,Civic,Islamabad,Automatic,1905.0,6700000.0,Honda,Civic,15.717618233614914
7866853,Unknown,Sedan,Lahore,White,1800.0,Petrol,Toyota,55000,Corolla,Islamabad,Automatic,1905.0,6800000.0,Toyota,Corolla,15.732433317205148
7866848,Unknown,Sedan,Karachi,Super White,1598.0,Petrol,Toyota,6000,Corolla,Karachi,Automatic,1905.0,6050000.0,Toyota,Corolla,15.615568995296266
7866859,Imported,Unknown,Islamabad,White,10001.0,Petrol,Suzuki,21881,Khyber,Rawalpindi,Manual,1905.0,550000.0,Suzuki,Khyber,13.217675375388819
7049611,Unknown,Unknown,Pindi,White,800.0,Petrol,Suzuki,70000,Bolan,Punjab,Manual,1905.0,1200000.0,Suzuki,Bolan,13.997832948091215
7682626,Unknown,Sedan,Chakwal,Unknown,1800.0,Petrol,Toyota,200000,Corolla,Islamabad,Manual,1905.0,2150000.0,Toyota,Corolla,14.580978865220017
7866764,Imported,Hatchback,Lahore,White,660.0,Petrol,Daihatsu,78000,Move,Lahore,Automatic,1905.0,2275000.0,Daihatsu,Other,14.637491049927531
7113137,Imported,Crossover,Islamabad,White,1800.0,Hybrid,Toyota,61500,C-HR,Islamabad,Automatic,1905.0,13700000.0,Toyota,Other,16.432906463791053
7866863,Imported,Unknown,Sahiwal,Gold,800.0,Petrol,Daihatsu,82450,Cuore,Karachi,Manual,1905.0,800000.0,Daihatsu,Cuore,13.592368256649284
7866770,Unknown,Mini Van,Karachi,White,999.0,Petrol,Changan,29000,Karvaan,Sindh,Manual,1905.0,2100000.0,Changan,Other,14.557448378884015
7866762,Unknown,Hatchback,Islamabad,White,800.0,Petrol,Suzuki,85000,Mehran,Lahore,Manual,1905.0,810000.0,Suzuki,Mehran,13.60479076121576
7866777,Unknown,Hatchback,Kashmore,Solid White,660.0,Petrol,Suzuki,31000,Alto,Sindh,Manual,1905.0,2300000.0,Suzuki,Alto,14.648420115681892
7866783,Unknown,Sedan,Islamabad,Teffeta White,1498.0,Petrol,Honda,33000,Civic,Islamabad,Automatic,1905.0,8900000.0,Honda,Civic,16.001561947061912
7346086,Unknown,Hatchback,Lahore,White,1000.0,Petrol,Suzuki,55000,Cultus,Punjab,Manual,1905.0,3395000.0,Suzuki,Cultus,15.0378146135257
7821186,Unknown,Hatchback,Peshawar,Solid White,660.0,Petrol,Suzuki,13000,Alto,Peshawar,Automatic,1905.0,3000000.0,Suzuki,Alto,14.914123179965662
7866780,Unknown,Crossover,Lahore,White,1500.0,Petrol,MG,47000,HS,Punjab,Automatic,1905.0,7000000.0,MG,Other,15.76142084987672
7488495,Imported,Sedan,Mandi,Silky Silver,1800.0,Petrol,Honda,100000,Civic,Lahore,Automatic,1905.0,2500000.0,Honda,Civic,14.731801689838349
7866787,Unknown,Sedan,Karachi,Black,93.0,Unknown,Audi,100,e-tron,Karachi,Automatic,1905.0,49000000.0,Audi,Other,17.707330876483063
7866788,Unknown,Sedan,Hyderabad,Golden,1600.0,Petrol,Honda,107000,Civic,Sindh,Automatic,1905.0,1200000.0,Honda,Civic,13.997832948091215
7866795,Unknown,Sedan,Karachi,Modern Steel Metallic,1800.0,Petrol,Honda,80000,Civic,Karachi,Automatic,1905.0,2000000.0,Honda,Civic,14.508658238524095
7866786,Imported,Unknown,Gujranwala,White,1000.0,Petrol,Toyota,51600,Yaris,Un-Registered,Automatic,1905.0,5050000.0,Toyota,Yaris,15.434898999271326
7866792,Unknown,Sedan,Karachi,Super White,1798.0,Petrol,Toyota,49000,Corolla,Karachi,Automatic,1905.0,7200000.0,Toyota,Corolla,15.789591722875162
7866799,Unknown,Sedan,Lahore,White,1300.0,Petrol,Toyota,30000,Yaris,Punjab,Automatic,1905.0,4525000.0,Toyota,Yaris,15.325128356110614
7866800,Unknown,Sedan,Quetta,Silver Metallic,1300.0,Petrol,Toyota,103640,Corolla,Sindh,Manual,1905.0,2900000.0,Toyota,Corolla,14.88022163978423
7866797,Unknown,Hatchback,Lahore,Green,1300.0,Petrol,Suzuki,96000,Swift,Lahore,Manual,1905.0,1700000.0,Suzuki,Swift,14.346139397261565
7866805,Imported,Unknown,Wah,Maroon,1000.0,Petrol,Toyota,120000,Passo,Islamabad,Automatic,1905.0,1685000.0,Toyota,Passo,14.337276715240233
7866808,Imported,MPV,Faisalabad,Super White,1800.0,Petrol,Toyota,87000,Prius,Islamabad,Automatic,1905.0,5350000.0,Toyota,Prius,15.49260730578806
7866807,Unknown,Hatchback,Karachi,Solid White,1000.0,Petrol,Suzuki,150000,Alto,Sindh,Manual,1905.0,750000.0,Suzuki,Alto,13.527829818844937
7866752,Imported,Sedan,Karachi,White ,1500.0,Petrol,Toyota,150000,Corolla,Sindh,Automatic,1905.0,1350000.0,Toyota,Corolla,14.115615891155079
7866811,Unknown,Sedan,D.G.Khan,White,1800.0,Petrol,Toyota,49000,Corolla,Punjab,Automatic,1905.0,6100000.0,Toyota,Corolla,15.623799493077952
7866809,Unknown,Hatchback,Islamabad,White,1000.0,Petrol,Suzuki,10000,Cultus,Islamabad,Manual,1905.0,850000.0,Suzuki,Cultus,13.652992804936396
7866814,Unknown,Sedan,Karachi,Lunar Silver Metallic,1500.0,Petrol,Honda,107000,City,Sindh,Automatic,1905.0,3925000.0,Honda,City,15.182877163975684
7615014,Unknown,Sedan,Faisalabad,White,1600.0,Petrol,Toyota,44000,Corolla,Islamabad,Automatic,1905.0,4850000.0,Toyota,Corolla,15.394489469099211
7866751,Imported,Unknown,Karachi,Blue,1000.0,Petrol,Daihatsu,24000,Boon,Sindh,Automatic,1905.0,3850000.0,Daihatsu,Other,15.163583966004193
7866701,Unknown,Sedan,Islamabad,White,1500.0,Petrol,Toyota,27500,Yaris,Islamabad,Automatic,1905.0,4730000.0,Toyota,Yaris,15.369435971884585
7866690,Unknown,Sedan,Sialkot,Modern Steel Metallic,1300.0,Petrol,Honda,19250,City,Lahore,Manual,1905.0,4500000.0,Honda,City,15.319588176962746
7866706,Unknown,Sedan,Karachi,Grey,1300.0,Petrol,Toyota,122000,Corolla,Karachi,Manual,1905.0,1950000.0,Toyota,Corolla,14.48334044336031
7866685,Unknown,Sedan,Lahore,Black,1300.0,Petrol,Toyota,190000,Corolla,Lahore,Manual,1905.0,1250000.0,Toyota,Corolla,14.038654909278163
7866707,Imported,Sedan,Faisalabad,Silver Metallic,1300.0,Petrol,Toyota,17000,Yaris,Punjab,Automatic,1905.0,4700000.0,Toyota,Yaris,15.363073279446223
7866691,Unknown,Sedan,Rawalpindi,Taffeta White,1800.0,Petrol,Honda,150000,Civic,Islamabad,Manual,1905.0,3500000.0,Honda,Civic,15.068273812173887
7866692,Unknown,Hatchback,Sialkot,White,1000.0,Petrol,Suzuki,67500,Wagon,Lahore,Manual,1905.0,2300000.0,Suzuki,Wagon,14.648420115681892
7866693,Unknown,Hatchback,Rawalpindi,White,800.0,Petrol,Suzuki,400000,Mehran,Lahore,Manual,1905.0,950000.0,Suzuki,Mehran,13.76421831620775
7790857,Unknown,Sedan,Lahore,Grey,1500.0,Petrol,Honda,101000,Civic,Lahore,Automatic,1905.0,2375000.0,Honda,Civic,14.680508416503422
7866714,Imported,Hatchback,Lahore,Silver,660.0,Petrol,Daihatsu,60185,Mira,Un-Registered,Automatic,1905.0,4050000.0,Daihatsu,Mira,15.214227685996272
7346483,Unknown,Sedan,Lahore,White,1800.0,Petrol,Toyota,37000,Corolla,Lahore,Automatic,1905.0,6200000.0,Toyota,Corolla,15.64006001130563
7866695,Imported,Hatchback,Islamabad,White,660.0,Petrol,Daihatsu,234123,Mira,Islamabad,Automatic,1905.0,1335000.0,Daihatsu,Mira,14.104442598879876
7866718,Unknown,Hatchback,Mian,Green,1000.0,Petrol,Suzuki,1,Alto,Punjab,Manual,1905.0,840000.0,Suzuki,Alto,13.641158361294979
7866716,Unknown,Hatchback,Rawalpindi,Snow White Pearl,800.0,Petrol,Suzuki,100000,Mehran,Multan,Manual,1905.0,420000.0,Suzuki,Mehran,12.948012371209098
7866725,Unknown,Sedan,Islamabad,White,1600.0,Petrol,Toyota,6500,Corolla,Islamabad,Automatic,1905.0,6600000.0,Toyota,Corolla,15.702580358511794
6373220,Imported,Sedan,Mian,Silver Metallic,1500.0,Petrol,Toyota,204000,Premio,Lahore,Automatic,1905.0,3250000.0,Toyota,Other,14.99416586199818
7866732,Unknown,Sedan,Gujrat,White,1300.0,Petrol,Toyota,62000,Corolla,Lahore,Manual,1905.0,3550000.0,Toyota,Corolla,15.0824584431417
7866736,Unknown,Sedan,Islamabad,Grey,1800.0,Petrol,Toyota,148000,Corolla,Islamabad,Manual,1905.0,2750000.0,Toyota,Corolla,14.827111833279051
7866735,Unknown,Hatchback,Karachi,Gray Metallic,800.0,Petrol,Suzuki,78000,Mehran,Karachi,Manual,1905.0,580000.0,Suzuki,Mehran,13.270785106659046
7866740,Imported,Crossover,Islamabad,Black,1500.0,Petrol,MG,50300,HS,Islamabad,Automatic,1905.0,7450000.0,MG,Other,15.82372472458392
7866748,Unknown,Sedan,Sargodha,White,1300.0,Petrol,Honda,161000,City,Lahore,Manual,1905.0,1675000.0,Honda,City,14.331324320256051
7866744,Unknown,Sedan,Lahore,White,1800.0,Petrol,Honda,205000,Civic,Islamabad,Automatic,1905.0,3530000.0,Honda,Civic,15.07680871219556
7866614,Unknown,SUV,Lahore,White,2000.0,Petrol,KIA,58000,Sportage,Islamabad,Automatic,1905.0,7060000.0,KIA,Sportage,15.769955751112475
7866616,Unknown,Unknown,Lahore,White,800.0,Petrol,Suzuki,17500,Cultus,Lahore,Manual,1905.0,2050000.0,Suzuki,Cultus,14.53335083891935
7866680,Unknown,Sedan,Lahore,Green,1300.0,Petrol,Toyota,180000,Corolla,Lahore,Manual,1905.0,2290000.0,Toyota,Corolla,14.64406281221155
7442833,Unknown,Unknown,Kasur,Green,1800.0,Diesel,Jeep,100000,M,Sindh,Manual,1905.0,870000.0,Other,Other,13.676249640055394
7556753,Unknown,Compact SUV,Sialkot,White,1500.0,Petrol,Changan,3,Oshan,Un-Registered,Automatic,1905.0,9000000.0,Changan,Other,16.012735246411598
6948255,Imported,Sedan,Karachi,Gold,1000.0,Petrol,Toyota,178000,Platz,Karachi,Manual,1905.0,1199000.0,Toyota,Other,13.99699926803766
7681432,Unknown,Hatchback,Rawalpindi,Silver,1000.0,Petrol,Hyundai,121000,Santro,Rawalpindi,Manual,1905.0,1350000.0,Hyundai,Other,14.115615891155079
7866637,Unknown,Mini Van,Attock,Green,800.0,Petrol,Suzuki,200000,Bolan,Lahore,Manual,1905.0,600000.0,Suzuki,Bolan,13.304686600863562
7866633,Unknown,Hatchback,Shah,Solid White,1000.0,Petrol,Suzuki,125000,Cultus,Islamabad,Manual,1905.0,980000.0,Suzuki,Cultus,13.795308871054397
7866634,Imported,Hatchback,Islamabad,White,660.0,Petrol,Toyota,8700,Pixis,Un-Registered,Automatic,1905.0,3740000.0,Toyota,Other,15.134596436770359
7865545,Unknown,SUV,Lahore,Attitude Black,2800.0,Diesel,Toyota,14780,Fortuner,Islamabad,Automatic,1905.0,18600000.0,Toyota,Fortuner,16.73867219244687
7866643,Unknown,Sedan,Bahawalpur,Super White,1598.0,Petrol,Toyota,18881,Corolla,Un-Registered,Automatic,1905.0,5375000.0,Toyota,Corolla,15.497269318024495
7866611,Unknown,Hatchback,Karachi,Graphite Grey,1000.0,Petrol,Suzuki,120000,Alto,Karachi,Manual,1905.0,900000.0,Suzuki,Alto,13.710151153416941
7866666,Unknown,Sedan,Lahore,Modern Steel Metallic,1800.0,Petrol,Honda,94000,Civic,Lahore,Automatic,1905.0,4900000.0,Honda,Civic,15.404745967162468
7866647,Imported,Hatchback,Lahore,White,1000.0,Petrol,Toyota,200000,Passo,Punjab,Automatic,1905.0,2600000.0,Toyota,Passo,14.77102238760702
7866671,Imported,Sedan,Sargodha,Silver,1500.0,Petrol,Toyota,96000,Allion,Lahore,Automatic,1905.0,3800000.0,Toyota,Other,15.150511887854474
7866654,Unknown,Hatchback,Islamabad,Graphite Grey,1000.0,Petrol,Suzuki,72000,Wagon,Islamabad,Manual,1905.0,2280000.0,Suzuki,Wagon,14.639686439527019
7647176,Unknown,Sedan,Karachi,Silver,1500.0,Petrol,Toyota,12000,Yaris,Karachi,Automatic,1905.0,4920000.0,Toyota,Yaris,15.408819291720503
7866648,Unknown,Sedan,Islamabad,Steller White,1500.0,Petrol,Changan,38000,Alsvin,Islamabad,Automatic,1905.0,4040000.0,Changan,Other,15.211755497462054
7866657,Unknown,Sedan,Sialkot,Graphite Grey,1300.0,Petrol,Toyota,148254,Corolla,Lahore,Manual,1905.0,3200000.0,Toyota,Corolla,14.978661680269907
7866660,Imported,Unknown,Islamabad,White,2000.0,Petrol,KIA,41000,Sportage,Islamabad,Automatic,1905.0,7800000.0,KIA,Sportage,15.86963441986494
7616651,Imported,Hatchback,Karachi,Brown,660.0,Hybrid,Suzuki,41000,Wagon,Sindh,Automatic,1905.0,3325000.0,Suzuki,Wagon,15.016980532823926
7866676,Imported,Hatchback,Rawalpindi,White,660.0,Petrol,Suzuki,90000,Alto,Islamabad,Automatic,1905.0,1700000.0,Suzuki,Alto,14.346139397261565
7866677,Imported,Unknown,Islamabad,Silver,1000.0,Petrol,Suzuki,1000,Cervo,Rawalpindi,Automatic,1905.0,1250000.0,Suzuki,Other,14.038654909278163
7866678,Unknown,Sedan,Karachi,White,1300.0,Petrol,Suzuki,120000,Baleno,Karachi,Manual,1905.0,675000.0,Suzuki,Other,13.42246945133505
7866557,Unknown,Hatchback,Karachi,Silky Silver,1000.0,Petrol,Suzuki,55000,Cultus,Karachi,Manual,1905.0,1575000.0,Suzuki,Cultus,14.269766465162304
7866502,Imported,Unknown,Rawalpindi,Green,800.0,Petrol,Suzuki,99999,Bolan,Rawalpindi,Manual,1905.0,580000.0,Suzuki,Bolan,13.270785106659046
7866558,Unknown,Crossover,Okara,Black Pearl,1490.0,Petrol,MG,2500,HS,Un-Registered,Automatic,1905.0,8800000.0,MG,Other,15.990262393084793
7866579,Unknown,Unknown,Mardan,White,2800.0,Diesel,Isuzu,104000,NKR,Punjab,Manual,1905.0,5000000.0,Other,Other,15.424948670398354
7866577,Unknown,Sedan,Sargodha,Super white,1798.0,Petrol,Toyota,84000,Corolla,Lahore,Automatic,1905.0,5850000.0,Toyota,Corolla,15.581952390148196
7866578,Unknown,Sedan,Lahore,Taffeta White,1500.0,Petrol,Honda,66100,Civic,Islamabad,Automatic,1905.0,6950000.0,Honda,Civic,15.754252361425857
7859215,Unknown,Sedan,Multan,Taffeta White,1800.0,Petrol,Honda,75000,Civic,Islamabad,Automatic,1905.0,6300000.0,Honda,Civic,15.656060350091908
7866572,Unknown,Sedan,Lahore,Gold,1300.0,Petrol,Toyota,33700,Corolla,Punjab,Automatic,1905.0,4900000.0,Toyota,Corolla,15.404745967162468
7866567,Unknown,Hatchback,D.G.Khan,White,660.0,Petrol,Suzuki,21000,Alto,Punjab,Manual,1905.0,2550000.0,Suzuki,Alto,14.751604309291395
7866561,Unknown,Sedan,Multan,Taffeta White,1300.0,Petrol,Honda,33333,City,Sindh,Manual,1905.0,1475000.0,Honda,City,14.204169225721929
7866586,Imported,Sedan,Mardan,Grey,1600.0,Petrol,Honda,150000,Civic,Lahore,Automatic,1905.0,1650000.0,Honda,Civic,14.316286451937186
7866587,Imported,Station Wagon,Peshawar,White,1500.0,Petrol,Toyota,100000,Corolla,Islamabad,Automatic,1905.0,3200000.0,Toyota,Corolla,14.978661680269907
7778694,Unknown,Hatchback,Islamabad,White,1200.0,Petrol,Suzuki,11047,Swift,Islamabad,Automatic,1905.0,4800000.0,Suzuki,Swift,15.38412668421143
7689486,Imported,Hatchback,Karachi,Grey,1000.0,Petrol,Daihatsu,100000,Charade,Karachi,Manual,1905.0,225000.0,Daihatsu,Other,12.323860125621126
7866584,Imported,Hatchback,Lahore,Bayou Blue,1000.0,Petrol,Toyota,112000,Vitz,Lahore,Automatic,1905.0,2160000.0,Toyota,Vitz,14.585619242623203
7866585,Imported,Hatchback,Rawalpindi,Maroon,1000.0,Petrol,Toyota,74113,Passo,Islamabad,Automatic,1905.0,3400000.0,Toyota,Passo,15.039286283703994
7866598,Unknown,Sedan,Bahawalpur,White,1500.0,Petrol,Changan,31000,Alsvin,Punjab,Automatic,1905.0,3900000.0,Changan,Other,15.176487367510099
7866601,Unknown,Hatchback,Karachi,Brown,800.0,Petrol,Daihatsu,99000,Cuore,Karachi,Manual,1905.0,780000.0,Daihatsu,Cuore,13.567050480716235
7866597,Imported,Micro Van,Rawalpindi,White,660.0,Petrol,Suzuki,87000,Every,Islamabad,Automatic,1905.0,2000000.0,Suzuki,Every,14.508658238524095
7866603,Imported,Hatchback,Islamabad,Blue,1000.0,Petrol,Toyota,100000,Vitz,Lahore,Automatic,1905.0,1950000.0,Toyota,Vitz,14.48334044336031
7866608,Unknown,Sedan,Islamabad,Taffeta White,1500.0,Petrol,Honda,20285,City,Islamabad,Automatic,1905.0,4575000.0,Honda,City,15.336117475270969
7866599,Unknown,Sedan,Rahim,Green,1800.0,Petrol,Honda,95000,Civic,Sindh,Manual,1905.0,1950000.0,Honda,Civic,14.48334044336031
7866606,Imported,Sedan,Rawalpindi,Platinum White Pearl,2400.0,Petrol,Honda,221000,Accord,Lahore,Automatic,1905.0,2100000.0,Honda,Other,14.557448378884015
7866609,Unknown,Sedan,Rawalpindi,Black,1800.0,Petrol,Honda,70000,Civic,Islamabad,Automatic,1905.0,5390000.0,Honda,Civic,15.50005612841392
7866493,Unknown,Sedan,Narang,Burgundy,1300.0,Petrol,Toyota,160000,Corolla,Islamabad,Manual,1905.0,2950000.0,Toyota,Corolla,14.897316067298997
